state_names,district_names,crop_year,season_names,crop_names,area,temperature,wind_speed,precipitation,humidity,soil_type,N,P,K,production
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Linseed,7,23.78,3.12,1012,84,peaty,928.372,0,0,3
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Maize,22039,23.78,3.12,1012,84,loamy,6.93,17.71,0,63516
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Mango,6276,23.78,3.12,1012,84,silty,52.08,0,0,57601
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Moong(Green Gram),481,23.78,3.12,1012,84,silty,8.6,8.6,0,266
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Onion,1548,23.78,3.12,1012,84,peaty,2.16,2.16,2.16,25393
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Papaya,447,23.78,3.12,1012,84,loamy,38.25,38.25,38.25,17197
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Pome Granet,1279,23.78,3.12,1012,84,loamy,0,20.08,0,17671
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Ragi,1589,23.78,3.12,1012,84,clay,3.13,8.138,8.138,2336
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Rice,22056,23.78,3.12,1012,84,peaty,38.688,103.168,51.584,58691
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Sapota,2106,23.78,3.12,1012,84,silt,7.588,7.588,0,41876
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Small millets,1343,23.78,3.12,1012,84,clay,1.596,3.99,1.596,1613
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Soyabean,919,23.78,3.12,1012,84,clay,0,0,0,1671
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Sugarcane,76,23.78,3.12,1012,84,sandy,2.8,3.5,0,6954
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Sunflower,6121,23.78,3.12,1012,84,peaty,2.525,0,0,5197
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Tobacco,10,23.78,3.12,1012,84,silt,3.91,3.91,0,14
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Tomato,2552,23.78,3.12,1012,84,clay,0,0,0,38561
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Turmeric,65,23.78,3.12,1012,84,silt,920.828,0,0,728
Andhra Pradesh,ANANTAPUR,2019,Kharif     ,Urad,31,23.78,3.12,1012,84,silty,7.992,20.424,0,29
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Bajra,20,23.78,3.12,1012,84,loamy,40.908,0,0,13
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Brinjal,251,23.78,3.12,1012,84,peaty,7.66,7.66,0,4570
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Castor seed,232,23.78,3.12,1012,84,silt,0.975,0.975,0.975,88
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Coriander,2606,23.78,3.12,1012,84,sandy,38.25,38.25,38.25,1631
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Cotton(lint),77,23.78,3.12,1012,84,peaty,0,15.712,0,99
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Cowpea(Lobia),81,23.78,3.12,1012,84,peaty,3.61,9.386,9.386,74
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Dry chillies,70,23.78,3.12,1012,84,loamy,37.704,100.544,50.272,159
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Gram,89676,23.78,3.12,1012,84,chalky,4.62,4.62,0,77301
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Groundnut,20987,23.78,3.12,1012,84,peaty,2.422,6.055,2.422,34419
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Horse-gram,2004,23.78,3.12,1012,84,loamy,0,0,0,1322
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Jowar,5795,23.78,3.12,1012,84,silty,2.288,2.86,0,3141
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Maize,7070,23.78,3.12,1012,84,chalky,2.1,0,0,50098
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Moong(Green Gram),117,23.78,3.12,1012,84,peaty,1.771,1.771,0,79
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Onion,84,23.78,3.12,1012,84,clay,0,0,0,1195
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Potato,36,23.78,3.12,1012,84,loamy,890.974,0,0,634
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Ragi,823,23.78,3.12,1012,84,sandy,6.858,17.526,0,1227
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Rice,6998,23.78,3.12,1012,84,peaty,27.195,0,0,17768
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Safflower,20,23.78,3.12,1012,84,chalky,7.46,7.46,0,33
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Small millets,15,23.78,3.12,1012,84,chalky,0.045,0.045,0.045,18
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Sunflower,4459,23.78,3.12,1012,84,loamy,38.25,38.25,38.25,1904
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Sweet potato,7,23.78,3.12,1012,84,chalky,0,10.368,0,67
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Tobacco,115,23.78,3.12,1012,84,peaty,5.3,13.78,13.78,178
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Tomato,1395,23.78,3.12,1012,84,silty,36.84,98.24,49.12,31096
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Urad,153,23.78,3.12,1012,84,peaty,3.276,3.276,0,156
Andhra Pradesh,ANANTAPUR,2019,Rabi       ,Wheat,134,23.78,3.12,1012,84,silty,1.288,3.22,1.288,151
Andhra Pradesh,ANANTAPUR,2019,Whole Year ,Coconut ,646,23.78,3.12,1012,84,clay,0,0,0,5571000
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Arecanut,453,23.78,3.12,1012,84,clay,0,0,0,186
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Arhar/Tur,49932,23.78,3.12,1012,84,silty,1.325,0,0,9287
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Bajra,1332,23.78,3.12,1012,84,loamy,5.98,5.98,0,1227
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Brinjal,407,23.78,3.12,1012,84,sandy,0,0,0,8624
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Cabbage,2,23.78,3.12,1012,84,peaty,740.002,0,0,38
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Cashewnut,9,23.78,3.12,1012,84,loamy,32.508,83.076,0,3
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Castor seed,11416,23.78,3.12,1012,84,sandy,7.371,0,0,5366
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Cotton(lint),37661,23.78,3.12,1012,84,clay,16.82,16.82,0,77316
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Cowpea(Lobia),527,23.78,3.12,1012,84,silty,5.7,5.7,5.7,253
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Dry chillies,2647,23.78,3.12,1012,84,silt,0,0,0,3965
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Grapes,247,23.78,3.12,1012,84,silty,0,36,0,5644
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Groundnut,711145,23.78,3.12,1012,84,silt,6.68,17.368,17.368,286591
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Horse-gram,2317,23.78,3.12,1012,84,sandy,7.656,20.416,10.208,1353
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Jowar,14486,23.78,3.12,1012,84,sandy,1.148,1.148,0,9749
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Lemon,391,23.78,3.12,1012,84,peaty,0,0,0,2010
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Linseed,7,23.78,3.12,1012,84,loamy,0,0,0,3
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Maize,27087,23.78,3.12,1012,84,loamy,0.224,0.28,0,53226
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Mango,8711,23.78,3.12,1012,84,loamy,0.5,0,0,74653
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Moong(Green Gram),481,23.78,3.12,1012,84,silt,0,0,0,534
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Onion,1414,23.78,3.12,1012,84,silty,598.552,0,0,31097
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Other Kharif pulses,62,23.78,3.12,1012,84,silt,7.182,18.354,0,18
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,other oilseeds,13865,23.78,3.12,1012,84,silty,35.742,0,0,9431
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Papaya,230,23.78,3.12,1012,84,peaty,8.74,8.74,0,22418
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Pome Granet,1450,23.78,3.12,1012,84,sandy,0.615,0.615,0.615,23722
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Ragi,2055,23.78,3.12,1012,84,chalky,38.25,38.25,38.25,3163
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Rice,28114,23.78,3.12,1012,84,silty,0,3.104,0,59377
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Sapota,2181,23.78,3.12,1012,84,sandy,4.53,11.778,11.778,20517
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Small millets,935,23.78,3.12,1012,84,chalky,39.204,104.544,52.272,856
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Soyabean,2401,23.78,3.12,1012,84,chalky,4.284,4.284,0,3866
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Sugarcane,281,23.78,3.12,1012,84,peaty,0,0,0,26505
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Sunflower,8109,23.78,3.12,1012,84,loamy,1.501,1.501,1.501,6698
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Tobacco,6,23.78,3.12,1012,84,sandy,1.728,2.16,0,11
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Tomato,2991,23.78,3.12,1012,84,chalky,2.65,0,0,88620
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Turmeric,46,23.78,3.12,1012,84,silt,3.496,3.496,0,567
Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Urad,48,23.78,3.12,1012,84,sandy,0,0,0,45
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Bajra,17,23.78,3.12,1012,84,chalky,834.164,0,0,16
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Brinjal,356,23.78,3.12,1012,84,clay,4.068,10.396,0,7543
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Cabbage,11,23.78,3.12,1012,84,loamy,49.329,0,0,207
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Castor seed,31,23.78,3.12,1012,84,loamy,6.38,6.38,0,15
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Coriander,1971,23.78,3.12,1012,84,clay,0.825,0.825,0.825,1234
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Cotton(lint),62,23.78,3.12,1012,84,silt,38.25,38.25,38.25,127
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Cowpea(Lobia),32,23.78,3.12,1012,84,clay,0,5.184,0,26
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Dry chillies,27,23.78,3.12,1012,84,sandy,2.08,5.408,5.408,54
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Gram,85768,23.78,3.12,1012,84,silty,22.572,60.192,30.096,68614
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Groundnut,17303,23.78,3.12,1012,84,silty,8.876,8.876,0,26335
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Horse-gram,2510,23.78,3.12,1012,84,loamy,0,0,0,1416
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Jowar,6605,23.78,3.12,1012,84,loamy,0,0,0,3137
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Maize,7777,23.78,3.12,1012,84,clay,1.6,2,0,57970
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Moong(Green Gram),129,23.78,3.12,1012,84,silty,1.775,0,0,81
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Onion,611,23.78,3.12,1012,84,peaty,2.484,2.484,0,14317
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Other Kharif pulses,5,23.78,3.12,1012,84,clay,0,0,0,6
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Ragi,822,23.78,3.12,1012,84,loamy,843.64,0,0,1462
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Rice,12283,23.78,3.12,1012,84,sandy,6.39,16.33,0,28558
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Safflower,58,23.78,3.12,1012,84,sandy,50.673,0,0,41
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Small millets,11,23.78,3.12,1012,84,clay,8.54,8.54,0,10
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Sunflower,5911,23.78,3.12,1012,84,loamy,2.535,2.535,2.535,2879
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Sweet potato,1,23.78,3.12,1012,84,sandy,38.25,38.25,38.25,9
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Tobacco,183,23.78,3.12,1012,84,loamy,0,25.136,0,309
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Tomato,3482,23.78,3.12,1012,84,loamy,7.36,19.136,19.136,80532
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Urad,4,23.78,3.12,1012,84,clay,16.008,42.688,21.344,3
Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Wheat,62,23.78,3.12,1012,84,silt,6.44,6.44,0,39
Andhra Pradesh,ANANTAPUR,2020,Whole Year ,Banana,8661,23.78,3.12,1012,84,clay,3.304,8.26,3.304,483881
Andhra Pradesh,ANANTAPUR,2020,Whole Year ,Cashewnut,9,23.78,3.12,1012,84,clay,0.152,0.152,0.152,3
Andhra Pradesh,ANANTAPUR,2020,Whole Year ,Castor seed,11447,23.78,3.12,1012,84,loamy,4,5,0,5381
Andhra Pradesh,ANANTAPUR,2020,Whole Year ,Coconut ,552,23.78,3.12,1012,84,clay,1.5,0,0,3969000
Andhra Pradesh,ANANTAPUR,2020,Whole Year ,Coriander,1971,23.78,3.12,1012,84,silty,10.58,10.58,0,1234
Andhra Pradesh,ANANTAPUR,2020,Whole Year ,Linseed,7,23.78,3.12,1012,84,peaty,0,0,0,3
Andhra Pradesh,ANANTAPUR,2020,Whole Year ,Potato,82,23.78,3.12,1012,84,clay,906.844,0,0,1179
Andhra Pradesh,ANANTAPUR,2020,Whole Year ,Safflower,58,23.78,3.12,1012,84,silty,6.21,15.87,0,41
Andhra Pradesh,ANANTAPUR,2020,Whole Year ,Sweet potato,1,23.78,3.12,1012,84,chalky,71.064,0,0,9
Andhra Pradesh,ANANTAPUR,2020,Whole Year ,Wheat,62,23.78,3.12,1012,84,loamy,8.46,8.46,0,39
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Arhar/Tur,37562,23.78,3.12,1012,84,silt,1.95,1.95,1.95,4845
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Bajra,1752,23.78,3.12,1012,84,clay,38.25,38.25,38.25,1028
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Brinjal,320,23.78,3.12,1012,84,clay,0,14.128,0,7596
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Cabbage,10,23.78,3.12,1012,84,loamy,10.09,26.234,26.234,123
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Cashewnut,19,23.78,3.12,1012,84,chalky,38.892,103.712,51.856,7
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Castor seed,10320,23.78,3.12,1012,84,sandy,5.096,5.096,0,5903
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Coriander,162,23.78,3.12,1012,84,chalky,0,0,0,84
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Cotton(lint),73734,23.78,3.12,1012,84,clay,0,0,0,103779
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Cowpea(Lobia),982,23.78,3.12,1012,84,loamy,3.84,4.8,0,410
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Dry chillies,2799,23.78,3.12,1012,84,peaty,2.775,0,0,11848
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Grapes,309,23.78,3.12,1012,84,clay,4.531,4.531,0,6886
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Groundnut,550794,23.78,3.12,1012,84,silty,0,0,0,148714
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Horse-gram,3692,23.78,3.12,1012,84,loamy,916.136,0,0,1658
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Jowar,13189,23.78,3.12,1012,84,loamy,9.63,24.61,0,4234
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Lemon,416,23.78,3.12,1012,84,peaty,56.07,0,0,3618
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Maize,16839,23.78,3.12,1012,84,sandy,9,9,0,42687
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Mango,11278,23.78,3.12,1012,84,chalky,0,0,0,70939
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Mesta,15,23.78,3.12,1012,84,silt,38.25,38.25,38.25,106
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Moong(Green Gram),2428,23.78,3.12,1012,84,sandy,0,23.184,0,2994
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Onion,1969,23.78,3.12,1012,84,loamy,5.64,14.664,14.664,35214
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Other Kharif pulses,25,23.78,3.12,1012,84,peaty,41.7,111.2,55.6,2
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,other oilseeds,31,23.78,3.12,1012,84,clay,7.476,7.476,0,49
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Papaya,374,23.78,3.12,1012,84,chalky,2.1,5.25,2.1,29443
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Pome Granet,1572,23.78,3.12,1012,84,chalky,0,0,0,16416
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Potato,15,23.78,3.12,1012,84,sandy,3.392,4.24,0,281
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Ragi,1136,23.78,3.12,1012,84,clay,2.8,0,0,1713
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Rice,22658,23.78,3.12,1012,84,peaty,2.898,2.898,0,68155
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Sapota,2151,23.78,3.12,1012,84,silty,0,0,0,19520
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Small millets,691,23.78,3.12,1012,84,peaty,901.37,0,0,606
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Soyabean,44,23.78,3.12,1012,84,peaty,7.704,19.688,0,50
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Sugarcane,30,23.78,3.12,1012,84,loamy,50.568,0,0,2456
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Sunflower,5066,23.78,3.12,1012,84,chalky,8.22,8.22,0,1180
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Tobacco,15,23.78,3.12,1012,84,silty,0.465,0.465,0.465,43
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Tomato,3976,23.78,3.12,1012,84,chalky,38.25,38.25,38.25,113236
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Turmeric,19,23.78,3.12,1012,84,silt,0,26.832,0,223
Andhra Pradesh,ANANTAPUR,2021,Kharif     ,Urad,188,23.78,3.12,1012,84,sandy,10.24,26.624,26.624,249
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Bajra,47,23.78,3.12,1012,84,silt,41.496,110.656,55.328,28
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Brinjal,468,23.78,3.12,1012,84,silty,7.84,7.84,0,11108
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Cabbage,2,23.78,3.12,1012,84,sandy,7.504,18.76,7.504,25
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Castor seed,229,23.78,3.12,1012,84,sandy,0,0,0,131
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Coriander,8223,23.78,3.12,1012,84,clay,2.896,3.62,0,4251
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Cotton(lint),884,23.78,3.12,1012,84,loamy,3.15,0,0,1244
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Cowpea(Lobia),234,23.78,3.12,1012,84,clay,3.45,3.45,0,263
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Dry chillies,124,23.78,3.12,1012,84,clay,0,0,0,387
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Gram,68092,23.78,3.12,1012,84,loamy,902.566,0,0,38676
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Groundnut,14957,23.78,3.12,1012,84,silt,6.516,16.652,0,24679
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Horse-gram,8079,23.78,3.12,1012,84,sandy,59.22,0,0,3700
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Jowar,5263,23.78,3.12,1012,84,loamy,7.68,7.68,0,1368
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Maize,4474,23.78,3.12,1012,84,chalky,3.255,3.255,3.255,31618
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Moong(Green Gram),586,23.78,3.12,1012,84,sandy,38.25,38.25,38.25,481
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Onion,297,23.78,3.12,1012,84,silt,0,28.048,0,6767
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Other  Rabi pulses,2,23.78,3.12,1012,84,peaty,10.5,27.3,27.3,2
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Potato,77,23.78,3.12,1012,84,chalky,39.72,105.92,52.96,1442
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Ragi,734,23.78,3.12,1012,84,clay,8.008,8.008,0,1122
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Rice,6553,23.78,3.12,1012,84,peaty,5.824,14.56,5.824,14377
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Safflower,310,23.78,3.12,1012,84,chalky,0,0,0,87
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Small millets,47,23.78,3.12,1012,84,silt,3.008,3.76,0,41
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Sunflower,3386,23.78,3.12,1012,84,silt,2.775,0,0,1642
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Sweet potato,4,23.78,3.12,1012,84,sandy,2.921,2.921,0,44
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Tobacco,341,23.78,3.12,1012,84,silty,0,0,0,635
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Tomato,4191,23.78,3.12,1012,84,chalky,928.372,0,0,87055
Andhra Pradesh,ANANTAPUR,2021,Rabi       ,Urad,42,23.78,3.12,1012,84,silt,6.93,17.71,0,61
Andhra Pradesh,ANANTAPUR,2021,Whole Year ,Coconut ,687,23.78,3.12,1012,84,silty,52.08,0,0,5756000
Andhra Pradesh,ANANTAPUR,2021,Whole Year ,Rice,29211,23.78,3.12,1012,84,chalky,8.6,8.6,0,82532
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Arhar/Tur,6100,23.09,1.41,1011,91,chalky,2.16,2.16,2.16,900
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Bajra,1700,23.09,1.41,1011,91,silty,38.25,38.25,38.25,1900
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Dry chillies,600,23.09,1.41,1011,91,loamy,0,20.08,0,800
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Groundnut,234900,23.09,1.41,1011,91,silty,3.13,8.138,8.138,144200
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Horse-gram,3100,23.09,1.41,1011,91,loamy,38.688,103.168,51.584,2007
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Jowar,2400,23.09,1.41,1011,91,silt,7.588,7.588,0,1500
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Maize,100,23.09,1.41,1011,91,loamy,1.596,3.99,1.596,300
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Moong(Green Gram),200,23.09,1.41,1011,91,chalky,0,0,0,100
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Other Kharif pulses,2200,23.09,1.41,1011,91,loamy,2.8,3.5,0,300
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Ragi,10800,23.09,1.41,1011,91,clay,2.525,0,0,9900
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Rice,42300,23.09,1.41,1011,91,clay,3.91,3.91,0,84400
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Samai,1300,23.09,1.41,1011,91,peaty,0,0,0,200
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Sesamum,400,23.09,1.41,1011,91,silty,920.828,0,0,100
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Sugarcane,29600,23.09,1.41,1011,91,peaty,7.992,20.424,0,2775100
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Sunflower,1300,23.09,1.41,1011,91,sandy,40.908,0,0,600
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Dry chillies,3000,23.09,1.41,1011,91,loamy,7.66,7.66,0,2100
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Groundnut,28300,23.09,1.41,1011,91,sandy,0.975,0.975,0.975,69800
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Horse-gram,1200,23.09,1.41,1011,91,chalky,38.25,38.25,38.25,400
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Ragi,1600,23.09,1.41,1011,91,chalky,0,15.712,0,2300
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Rice,57400,23.09,1.41,1011,91,silty,3.61,9.386,9.386,137400
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Sunflower,900,23.09,1.41,1011,91,loamy,37.704,100.544,50.272,400
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Arhar/Tur,6100,23.09,1.41,1011,91,chalky,4.62,4.62,0,1000
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Bajra,1700,23.09,1.41,1011,91,peaty,2.422,6.055,2.422,3400
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Castor seed,200,23.09,1.41,1011,91,loamy,0,0,0,100
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Dry chillies,600,23.09,1.41,1011,91,chalky,2.288,2.86,0,900
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Groundnut,235500,23.09,1.41,1011,91,peaty,2.1,0,0,211000
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Horse-gram,3000,23.09,1.41,1011,91,silty,1.771,1.771,0,1700
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Jowar,2500,23.09,1.41,1011,91,clay,0,0,0,1400
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Korra,100,23.09,1.41,1011,91,loamy,890.974,0,0,100
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Maize,100,23.09,1.41,1011,91,clay,6.858,17.526,0,300
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Moong(Green Gram),300,23.09,1.41,1011,91,loamy,27.195,0,0,200
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Other Kharif pulses,2300,23.09,1.41,1011,91,clay,7.46,7.46,0,400
